"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
4.286029932E2,6.490996897E1,2.552701005E1,7.350682336E0,1.409999967E0,2.343999939E2,3.790092468E0,2.500000000E0
4.296027480E2,6.490996196E1,2.552698594E1,7.303987686E0,1.429999948E0,2.361999969E2,3.790092468E0,2.500000000E0
4.306029850E2,6.490995613E1,2.552695916E1,7.530487904E0,1.419999957E0,2.366999969E2,3.790092468E0,2.500000000E0
4.316027737E2,6.490994933E1,2.552693391E1,7.649931321E0,1.440000057E0,2.346999969E2,3.790092468E0,2.500000000E0
4.326037150E2,6.490994139E1,2.552690820E1,7.372462132E0,1.419999957E0,2.335000000E2,3.790092468E0,2.500000000E0
4.336037252E2,6.490993333E1,2.552688116E1,7.226645871E0,1.480000019E0,2.336999969E2,3.790092468E0,2.500000000E0
4.346031326E2,6.490992550E1,2.552685633E1,7.355243542E0,1.360000014E0,2.316000061E2,3.790092468E0,2.500000000E0
4.356028587E2,6.490991860E1,2.552682869E1,7.139421125E0,1.500000000E0,2.431000061E2,3.790092468E0,2.500000000E0
4.366031901E2,6.490991200E1,2.552680120E1,7.098647790E0,1.460000038E0,2.405000000E2,3.790092468E0,2.500000000E0
4.376036197E2,6.490990274E1,2.552678111E1,7.635141350E0,1.460000038E0,2.275000000E2,3.790092468E0,2.500000000E0
4.386031210E2,6.490989426E1,2.552676087E1,7.381413489E0,1.399999976E0,2.268999939E2,3.790092468E0,2.500000000E0
4.396030001E2,6.490988554E1,2.552673953E1,7.079223661E0,1.419999957E0,2.313000031E2,3.790092468E0,2.500000000E0
4.406033396E2,6.490987757E1,2.552671629E1,6.969356602E0,1.409999967E0,2.330000000E2,3.790092468E0,2.500000000E0
4.416028113E2,6.490986941E1,2.552669352E1,7.019279332E0,1.409999967E0,2.348999939E2,3.790092468E0,2.500000000E0
4.426031429E2,6.490986169E1,2.552666915E1,7.136890706E0,1.399999976E0,2.370000000E2,3.790092468E0,2.500000000E0
4.436036502E2,6.490985511E1,2.552664466E1,7.248765852E0,1.389999986E0,2.380000000E2,3.790092468E0,2.500000000E0
4.446033020E2,6.490984852E1,2.552662025E1,6.797591659E0,1.409999967E0,2.401000061E2,3.790092468E0,2.500000000E0
4.456036855E2,6.490984251E1,2.552659476E1,6.750043659E0,1.419999957E0,2.446999969E2,3.790092468E0,2.500000000E0
4.466029967E2,6.490983702E1,2.552656788E1,6.778851338E0,1.419999957E0,2.481000061E2,3.790092468E0,2.500000000E0
4.476036923E2,6.490983136E1,2.552654112E1,6.634990384E0,1.450000048E0,2.463999939E2,3.790092468E0,2.500000000E0
4.486031453E2,6.490982542E1,2.552651490E1,6.789346860E0,1.440000057E0,2.418000031E2,3.790092468E0,2.500000000E0
4.496035877E2,6.490981922E1,2.552649006E1,6.741432373E0,1.419999957E0,2.398999939E2,3.790092468E0,2.500000000E0
4.506032783E2,6.490981411E1,2.552646297E1,6.706458698E0,1.480000019E0,2.455000000E2,3.790092468E0,2.500000000E0
4.516036300E2,6.490980857E1,2.552643381E1,6.440772056E0,1.460000038E0,2.448999939E2,3.790092468E0,2.500000000E0
4.526036796E2,6.490980173E1,2.552640742E1,6.603123331E0,1.450000048E0,2.413000031E2,3.790092468E0,2.500000000E0
4.536031439E2,6.490979448E1,2.552638249E1,6.597627319E0,1.480000019E0,2.396000061E2,3.790092468E0,2.500000000E0
4.546029234E2,6.490978684E1,2.552635704E1,6.463835128E0,1.480000019E0,2.373000031E2,3.790092468E0,2.500000000E0
4.556034763E2,6.490977835E1,2.552633164E1,6.219202298E0,1.440000057E0,2.360000000E2,3.790092468E0,2.500000000E0
4.566031887E2,6.490977047E1,2.552630590E1,6.554953387E0,1.460000038E0,2.346000061E2,3.790092468E0,2.500000000E0
4.576036785E2,6.490976321E1,2.552627864E1,6.363788783E0,1.470000029E0,2.383000031E2,3.790092468E0,2.500000000E0
4.586036997E2,6.490975580E1,2.552625263E1,6.432572577E0,1.450000048E0,2.353000031E2,3.790092468E0,2.500000000E0
4.596029798E2,6.490974948E1,2.552622658E1,6.383437464E0,1.480000019E0,2.406000061E2,3.790092468E0,2.500000000E0
4.606035194E2,6.490974393E1,2.552619960E1,6.302564929E0,1.470000029E0,2.443999939E2,3.790092468E0,2.500000000E0
4.616028659E2,6.490973801E1,2.552617199E1,6.496167246E0,1.480000019E0,2.411000061E2,3.790092468E0,2.500000000E0
4.626033749E2,6.490973132E1,2.552614552E1,6.338267208E0,1.450000048E0,2.388000031E2,3.790092468E0,2.500000000E0
4.636028238E2,6.490972410E1,2.552612027E1,6.176582310E0,1.460000038E0,2.388000031E2,3.790092468E0,2.500000000E0
4.646032651E2,6.490971691E1,2.552609521E1,6.188542430E0,1.450000048E0,2.358000031E2,3.790092468E0,2.500000000E0
4.656029877E2,6.490970979E1,2.552606990E1,6.415407439E0,1.409999967E0,2.378000031E2,3.790092468E0,2.500000000E0
4.666036902E2,6.490970358E1,2.552604340E1,6.438660194E0,1.370000005E0,2.398000031E2,3.790092468E0,2.500000000E0
4.676028623E2,6.490969817E1,2.552601839E1,6.286986702E0,1.309999943E0,2.408999939E2,3.790092468E0,2.500000000E0
4.686033783E2,6.490969200E1,2.552599103E1,6.166196660E0,1.419999957E0,2.393999939E2,3.790092468E0,2.500000000E0
4.696032122E2,6.490968547E1,2.552596251E1,6.127254609E0,1.419999957E0,2.391999969E2,3.790092468E0,2.500000000E0
4.706035684E2,6.490967898E1,2.552593424E1,6.062860896E0,1.429999948E0,2.395000000E2,3.790092468E0,2.500000000E0
4.716032514E2,6.490967271E1,2.552590389E1,5.900933530E0,1.419999957E0,2.396000061E2,3.790092468E0,2.500000000E0
4.726027863E2,6.490966592E1,2.552587443E1,5.681815603E0,1.450000048E0,2.386999969E2,3.790092468E0,2.500000000E0
4.736035480E2,6.490965933E1,2.552584688E1,5.862599909E0,1.440000057E0,2.381000061E2,3.790092468E0,2.500000000E0
4.746031913E2,6.490965256E1,2.552581939E1,5.798327886E0,1.429999948E0,2.365000000E2,3.790092468E0,2.500000000E0
4.756028361E2,6.490964567E1,2.552579177E1,5.899705186E0,1.440000057E0,2.365000000E2,3.790092468E0,2.500000000E0
4.766034134E2,6.490963986E1,2.552576125E1,5.843247024E0,1.450000048E0,2.421999969E2,3.790092468E0,2.500000000E0
4.776027651E2,6.490963612E1,2.552573046E1,5.679857227E0,1.440000057E0,2.471999969E2,3.790092468E0,2.500000000E0
4.786028742E2,6.490963136E1,2.552570328E1,5.687120222E0,1.419999957E0,2.398999939E2,3.790092468E0,2.500000000E0
4.796028202E2,6.490962433E1,2.552568122E1,5.536604440E0,1.399999976E0,2.311000061E2,3.790092468E0,2.500000000E0
4.806027816E2,6.490961719E1,2.552565931E1,5.676371736E0,1.399999976E0,2.313000031E2,3.790092468E0,2.500000000E0
4.816028877E2,6.490961110E1,2.552563533E1,5.443459662E0,1.399999976E0,2.376999969E2,3.790092468E0,2.500000000E0
4.826037669E2,6.490960377E1,2.552561054E1,5.402929378E0,1.419999957E0,2.311000061E2,3.790092468E0,2.500000000E0
4.836030828E2,6.490959672E1,2.552558812E1,5.508578185E0,1.370000005E0,2.310000000E2,3.790092468E0,2.500000000E0
4.846035593E2,6.490958529E1,2.552556912E1,6.706507560E0,1.399999976E0,2.341999969E2,3.790092468E0,2.500000000E0
4.856029290E2,6.490957591E1,2.552554535E1,6.462422973E0,1.429999948E0,2.346999969E2,3.790092468E0,2.500000000E0
4.866033384E2,6.490956874E1,2.552552079E1,6.386065165E0,1.409999967E0,2.365000000E2,3.790092468E0,2.500000000E0
4.876029990E2,6.490956261E1,2.552549666E1,6.200821535E0,1.330000043E0,2.373999939E2,3.790092468E0,2.500000000E0
4.886035071E2,6.490955688E1,2.552547010E1,6.091384318E0,1.419999957E0,2.381999969E2,3.790092468E0,2.500000000E0
4.896029840E2,6.490955227E1,2.552544326E1,6.204238220E0,1.399999976E0,2.383000031E2,3.790092468E0,2.500000000E0
4.906033451E2,6.490954676E1,2.552541504E1,6.349379101E0,1.389999986E0,2.366000061E2,3.790092468E0,2.500000000E0
4.916037258E2,6.490954098E1,2.552538633E1,6.258557893E0,1.409999967E0,2.365000000E2,3.790092468E0,2.500000000E0
4.926031121E2,6.490953479E1,2.552536115E1,6.212352457E0,1.350000024E0,2.306000061E2,3.790092468E0,2.500000000E0
4.936034399E2,6.490952773E1,2.552533655E1,6.314339485E0,1.379999995E0,2.310000000E2,3.790092468E0,2.500000000E0
4.946037442E2,6.490952071E1,2.552531285E1,6.138677484E0,1.370000005E0,2.300000000E2,3.790092468E0,2.500000000E0
4.956035452E2,6.490951348E1,2.552529111E1,6.195314790E0,1.399999976E0,2.300000000E2,3.790092468E0,2.500000000E0
4.966027740E2,6.490950672E1,2.552526882E1,6.119994608E0,1.399999976E0,2.333000031E2,3.790092468E0,2.500000000E0
4.976031285E2,6.490949941E1,2.552524408E1,5.962887188E0,1.379999995E0,2.313999939E2,3.790092468E0,2.500000000E0
4.986031664E2,6.490949246E1,2.552522008E1,5.887322955E0,1.389999986E0,2.325000000E2,3.790092468E0,2.500000000E0
4.996028588E2,6.490948673E1,2.552519420E1,5.818596082E0,1.370000005E0,2.366000061E2,3.790092468E0,2.500000000E0
5.006029838E2,6.490948231E1,2.552516821E1,5.619682451E0,1.389999986E0,2.415000000E2,3.790092468E0,2.500000000E0
5.016031488E2,6.490947721E1,2.552514335E1,6.111441843E0,1.429999948E0,2.406000061E2,3.790092468E0,2.500000000E0
5.026034942E2,6.490946921E1,2.552512078E1,6.970141553E0,1.480000019E0,2.385000000E2,3.790092468E0,2.500000000E0
5.036029255E2,6.490946000E1,2.552509772E1,7.360334359E0,1.399999976E0,2.356000061E2,3.790092468E0,2.500000000E0
5.046033695E2,6.490945105E1,2.552507286E1,7.051064796E0,1.429999948E0,2.345000000E2,3.790092468E0,2.500000000E0
5.056028450E2,6.490944181E1,2.552504846E1,7.006809540E0,1.450000048E0,2.288999939E2,3.790092468E0,2.500000000E0
5.066032847E2,6.490943251E1,2.552502577E1,7.014311776E0,1.440000057E0,2.291000061E2,3.790092468E0,2.500000000E0
5.076030477E2,6.490942384E1,2.552500102E1,6.851282689E0,1.440000057E0,2.341000061E2,3.790092468E0,2.500000000E0
5.086036258E2,6.490941572E1,2.552497426E1,7.043417999E0,1.450000048E0,2.361000061E2,3.790092468E0,2.500000000E0
5.096037615E2,6.490940862E1,2.552495252E1,6.974139898E0,1.399999976E0,2.388000031E2,3.790092468E0,2.500000000E0
5.106036180E2,6.490939944E1,2.552492920E1,7.382643320E0,1.549999952E0,2.408999939E2,3.790092468E0,2.500000000E0
5.116029161E2,6.490939032E1,2.552490767E1,7.238961462E0,1.389999986E0,2.350000000E2,3.790092468E0,2.500000000E0
5.126032062E2,6.490938199E1,2.552488842E1,7.049991894E0,1.320000052E0,2.351999969E2,3.790092468E0,2.500000000E0
5.136033811E2,6.490937386E1,2.552486483E1,7.060241937E0,1.419999957E0,2.363000031E2,3.790092468E0,2.500000000E0
5.146034557E2,6.490936606E1,2.552484088E1,6.860043122E0,1.409999967E0,2.351999969E2,3.790092468E0,2.500000000E0
5.156028025E2,6.490935879E1,2.552481627E1,6.968804862E0,1.409999967E0,2.356999969E2,3.790092468E0,2.500000000E0
5.166028461E2,6.490935175E1,2.552479271E1,6.854177980E0,1.429999948E0,2.341999969E2,3.790092468E0,2.500000000E0
5.176033038E2,6.490934457E1,2.552476801E1,6.616015989E0,1.440000057E0,2.328999939E2,3.790092468E0,2.500000000E0
5.186029886E2,6.490933736E1,2.552474236E1,6.712876090E0,1.470000029E0,2.338000031E2,3.790092468E0,2.500000000E0
5.196033092E2,6.490933024E1,2.552471550E1,6.628401014E0,1.429999948E0,2.366000061E2,3.790092468E0,2.500000000E0
5.206031417E2,6.490932336E1,2.552468745E1,6.651409256E0,1.490000010E0,2.363999939E2,3.790092468E0,2.500000000E0
5.216027804E2,6.490931522E1,2.552466184E1,6.444740658E0,1.419999957E0,2.318999939E2,3.790092468E0,2.500000000E0
5.226029931E2,6.490930543E1,2.552463604E1,6.982943610E0,1.460000038E0,2.345000000E2,3.790092468E0,2.500000000E0
5.236032499E2,6.490929725E1,2.552460797E1,6.772124967E0,1.460000038E0,2.361999969E2,3.790092468E0,2.500000000E0
5.246031568E2,6.490928922E1,2.552458029E1,6.521999762E0,1.470000029E0,2.343999939E2,3.790092468E0,2.500000000E0
5.256033118E2,6.490928220E1,2.552455150E1,7.134607599E0,1.460000038E0,2.366000061E2,3.790092468E0,2.500000000E0
5.266037227E2,6.490927490E1,2.552452627E1,7.770530053E0,1.460000038E0,2.375000000E2,3.790092468E0,2.500000000E0
5.276029104E2,6.490926910E1,2.552450004E1,7.666585888E0,1.309999943E0,2.396999969E2,3.790092468E0,2.500000000E0
5.286034506E2,6.490926308E1,2.552447207E1,7.597187687E0,1.370000005E0,2.423999939E2,3.790092468E0,2.500000000E0
5.296027529E2,6.490925605E1,2.552444437E1,7.461077084E0,1.460000038E0,2.351000061E2,3.790092468E0,2.500000000E0
5.306031275E2,6.490924804E1,2.552441878E1,7.512709387E0,1.409999967E0,2.333000031E2,3.790092468E0,2.500000000E0
5.316034028E2,6.490924094E1,2.552439300E1,7.187877717E0,1.399999976E0,2.366000061E2,3.790092468E0,2.500000000E0
5.326031048E2,6.490923466E1,2.552436825E1,7.163766862E0,1.370000005E0,2.363000031E2,3.790092468E0,2.500000000E0
5.336035047E2,6.490922803E1,2.552434289E1,7.026008317E0,1.399999976E0,2.371999969E2,3.790092468E0,2.500000000E0
5.346037215E2,6.490922101E1,2.552431798E1,7.263859693E0,1.419999957E0,2.353000031E2,3.790092468E0,2.500000000E0
5.356029997E2,6.490921406E1,2.552429258E1,7.479982694E0,1.389999986E0,2.361000061E2,3.790092468E0,2.500000000E0
5.366035033E2,6.490920627E1,2.552426772E1,7.840269872E0,1.450000048E0,2.386999969E2,3.790092468E0,2.500000000E0
5.376037713E2,6.490919848E1,2.552424217E1,7.600276396E0,1.409999967E0,2.371000061E2,3.790092468E0,2.500000000E0
5.386037298E2,6.490919005E1,2.552422114E1,7.800772348E0,1.360000014E0,2.391999969E2,3.790092468E0,2.500000000E0
5.396030311E2,6.490918268E1,2.552419692E1,7.749377688E0,1.429999948E0,2.386000061E2,3.790092468E0,2.500000000E0
5.406028945E2,6.490917500E1,2.552417109E1,7.479477131E0,1.409999967E0,2.385000000E2,3.790092468E0,2.500000000E0
5.416032919E2,6.490916771E1,2.552414489E1,7.666425137E0,1.500000000E0,2.395000000E2,3.790092468E0,2.500000000E0
5.426031517E2,6.490916150E1,2.552412023E1,7.676432987E0,1.379999995E0,2.408999939E2,3.790092468E0,2.500000000E0
5.436033696E2,6.490915670E1,2.552409385E1,7.639994655E0,1.360000014E0,2.420000000E2,3.790092468E0,2.500000000E0
5.446034024E2,6.490915122E1,2.552406844E1,7.776285035E0,1.379999995E0,2.401999969E2,3.790092468E0,2.500000000E0
5.456036913E2,6.490914431E1,2.552404418E1,8.314551451E0,1.399999976E0,2.395000000E2,3.790092468E0,2.500000000E0
5.466032503E2,6.490913868E1,2.552401981E1,8.433629617E0,1.379999995E0,2.426000061E2,3.790092468E0,2.500000000E0
5.476036664E2,6.490913447E1,2.552399235E1,8.358190535E0,1.409999967E0,2.468999939E2,3.790092468E0,2.500000000E0
5.486033474E2,6.490913108E1,2.552396198E1,8.221900613E0,1.389999986E0,2.508000031E2,3.790092468E0,2.500000000E0
5.496036006E2,6.490912867E1,2.552393214E1,7.760294134E0,1.379999995E0,2.520000000E2,3.790092468E0,2.500000000E0
5.506032626E2,6.490912661E1,2.552390214E1,7.549481460E0,1.399999976E0,2.570000000E2,3.790092468E0,2.500000000E0
5.516037034E2,6.490912559E1,2.552387093E1,7.836655778E0,1.460000038E0,2.583999939E2,3.790092468E0,2.500000000E0
5.526029158E2,6.490912322E1,2.552384107E1,7.617786155E0,1.370000005E0,2.558999939E2,3.790092468E0,2.500000000E0
5.536029647E2,6.490911930E1,2.552381057E1,7.447499181E0,1.450000048E0,2.525000000E2,3.790092468E0,2.500000000E0
5.546036006E2,6.490911539E1,2.552377940E1,7.660207927E0,1.460000038E0,2.543000031E2,3.790092468E0,2.500000000E0
5.556028955E2,6.490911163E1,2.552374848E1,7.412406518E0,1.460000038E0,2.531000061E2,3.790092468E0,2.500000000E0
5.566033946E2,6.490910902E1,2.552371601E1,7.581476532E0,1.490000010E0,2.583999939E2,3.790092468E0,2.500000000E0
5.576034185E2,6.490910713E1,2.552368451E1,7.410520207E0,1.429999948E0,2.607000122E2,3.790092468E0,2.500000000E0
5.586028631E2,6.490910467E1,2.552365410E1,7.503540235E0,1.440000057E0,2.605000000E2,3.790092468E0,2.500000000E0
5.596036520E2,6.490910240E1,2.552362424E1,7.302370900E0,1.480000019E0,2.612000122E2,3.790092468E0,2.500000000E0
5.606030832E2,6.490909988E1,2.552359441E1,7.164433752E0,1.490000010E0,2.616000061E2,3.790092468E0,2.500000000E0
5.616032468E2,6.490909884E1,2.552356290E1,7.105904972E0,1.500000000E0,2.598999939E2,3.790092468E0,2.500000000E0
5.626033792E2,6.490909760E1,2.552353138E1,7.119031283E0,1.450000048E0,2.582999878E2,3.790092468E0,2.500000000E0
5.636035484E2,6.490909550E1,2.552350011E1,6.835647970E0,1.460000038E0,2.576000061E2,3.790092468E0,2.500000000E0
5.646029588E2,6.490909366E1,2.552346675E1,6.929584558E0,1.480000019E0,2.572999878E2,3.790092468E0,2.500000000E0
5.656034358E2,6.490909183E1,2.552343518E1,6.969565799E0,1.440000057E0,2.577999878E2,3.790092468E0,2.500000000E0
5.666033721E2,6.490909147E1,2.552340479E1,6.828334839E0,1.429999948E0,2.602999878E2,3.790092468E0,2.500000000E0
5.676032971E2,6.490909058E1,2.552337375E1,6.589142063E0,1.450000048E0,2.577000122E2,3.790092468E0,2.500000000E0
5.686029682E2,6.490908917E1,2.552334256E1,6.800327247E0,1.429999948E0,2.586000061E2,3.790092468E0,2.500000000E0
5.696030834E2,6.490908952E1,2.552331604E1,6.962868315E0,1.360000014E0,2.642999878E2,3.790092468E0,2.500000000E0
5.706033628E2,6.490908696E1,2.552328702E1,6.617655613E0,1.419999957E0,2.637000122E2,3.790092468E0,2.500000000E0
5.716035505E2,6.490908403E1,2.552325786E1,6.860943567E0,1.429999948E0,2.583999939E2,3.790092468E0,2.500000000E0
5.726035179E2,6.490908053E1,2.552322925E1,6.644941357E0,1.419999957E0,2.511000061E2,3.790092468E0,2.500000000E0
5.736028663E2,6.490907551E1,2.552319592E1,7.169600096E0,1.379999995E0,2.636000061E2,3.790092468E0,2.500000000E0
5.746036989E2,6.490907248E1,2.552316706E1,7.552414278E0,1.419999957E0,2.596000061E2,3.790092468E0,2.500000000E0
5.756035758E2,6.490906973E1,2.552314233E1,7.546251027E0,1.370000005E0,2.588999939E2,3.790092468E0,2.500000000E0
5.766028234E2,6.490906654E1,2.552311778E1,7.422594665E0,1.370000005E0,2.572000122E2,3.790092468E0,2.500000000E0
5.776027482E2,6.490906342E1,2.552309062E1,7.797962210E0,1.399999976E0,2.562999878E2,3.790092468E0,2.500000000E0
5.786027920E2,6.490906125E1,2.552306510E1,7.615774228E0,1.330000043E0,2.575000000E2,3.790092468E0,2.500000000E0
5.796031149E2,6.490905889E1,2.552303742E1,7.578056621E0,1.370000005E0,2.572000122E2,3.790092468E0,2.500000000E0
5.806037221E2,6.490905674E1,2.552300854E1,7.513483925E0,1.340000033E0,2.582999878E2,3.790092468E0,2.500000000E0
5.816034928E2,6.490905384E1,2.552298194E1,7.573605006E0,1.350000024E0,2.543000031E2,3.790092468E0,2.500000000E0
5.826030967E2,6.490904969E1,2.552295627E1,7.632687187E0,1.360000014E0,2.516000061E2,3.790092468E0,2.500000000E0
5.836037161E2,6.490904589E1,2.552292525E1,8.102842302E0,1.360000014E0,2.617000122E2,3.790092468E0,2.500000000E0
5.846030214E2,6.490904256E1,2.552289696E1,8.354247427E0,1.320000052E0,2.545000000E2,3.790092468E0,2.500000000E0
5.856032000E2,6.490903899E1,2.552286944E1,8.188598988E0,1.379999995E0,2.590000000E2,3.790092468E0,2.500000000E0
5.866031337E2,6.490903638E1,2.552284099E1,8.170412519E0,1.370000005E0,2.597000122E2,3.790092468E0,2.500000000E0
5.876033860E2,6.490903503E1,2.552281521E1,8.148442622E0,1.379999995E0,2.617000122E2,3.790092468E0,2.500000000E0
5.886031847E2,6.490903108E1,2.552278600E1,7.837591457E0,1.379999995E0,2.561000061E2,3.790092468E0,2.500000000E0
5.896031367E2,6.490902860E1,2.552275682E1,8.744331980E0,1.389999986E0,2.602000122E2,3.790092468E0,2.500000000E0
5.906029563E2,6.490902608E1,2.552272802E1,9.529490376E0,1.379999995E0,2.647999878E2,3.790092468E0,2.500000000E0
5.916035377E2,6.490902392E1,2.552269742E1,1.013606052E1,1.389999986E0,2.605000000E2,3.790092468E0,2.500000000E0
5.926035983E2,6.490902270E1,2.552266709E1,1.018525844E1,1.350000024E0,2.582999878E2,3.790092468E0,2.500000000E0
5.936037062E2,6.490902126E1,2.552263632E1,9.664265798E0,1.370000005E0,2.613999939E2,3.790092468E0,2.500000000E0
5.946033113E2,6.490901942E1,2.552260711E1,9.569969320E0,1.360000014E0,2.607999878E2,3.790092468E0,2.500000000E0
5.956033758E2,6.490901661E1,2.552257915E1,9.330896360E0,1.370000005E0,2.581000061E2,3.790092468E0,2.500000000E0
5.966032186E2,6.490901500E1,2.552255006E1,9.267972147E0,1.370000005E0,2.625000000E2,3.790092468E0,2.500000000E0
5.976036186E2,6.490901211E1,2.552252124E1,9.146819169E0,1.360000014E0,2.587000122E2,3.790092468E0,2.500000000E0
5.986031707E2,6.490901101E1,2.552249509E1,9.232088330E0,1.320000052E0,2.572000122E2,3.790092468E0,2.500000000E0
5.996033455E2,6.490900965E1,2.552246736E1,9.212682204E0,1.389999986E0,2.586000061E2,3.790092468E0,2.500000000E0
6.006027647E2,6.490900768E1,2.552243886E1,9.502235593E0,1.370000005E0,2.596000061E2,3.790092468E0,2.500000000E0
6.016030888E2,6.490900427E1,2.552240661E1,9.578165187E0,1.340000033E0,2.647000122E2,3.790092468E0,2.500000000E0
6.026035319E2,6.490900015E1,2.552237699E1,1.070029733E1,1.350000024E0,2.576000061E2,3.790092468E0,2.500000000E0
6.036037533E2,6.490899804E1,2.552234625E1,1.079276842E1,1.350000024E0,2.622999878E2,3.790092468E0,2.500000000E0
6.046029666E2,6.490899622E1,2.552231365E1,1.075267170E1,1.429999948E0,2.593999939E2,3.790092468E0,2.500000000E0
6.056033374E2,6.490899306E1,2.552228086E1,1.039183404E1,1.399999976E0,2.608999939E2,3.790092468E0,2.500000000E0
6.066030908E2,6.490899092E1,2.552225086E1,1.025737627E1,1.360000014E0,2.607999878E2,3.790092468E0,2.500000000E0
6.076032351E2,6.490898766E1,2.552221922E1,1.043395288E1,1.419999957E0,2.586000061E2,3.790092468E0,2.500000000E0
6.086035184E2,6.490898505E1,2.552218837E1,1.030834491E1,1.379999995E0,2.573999939E2,3.790092468E0,2.500000000E0
6.096033376E2,6.490898132E1,2.552215499E1,9.757382295E0,1.419999957E0,2.543000031E2,3.790092468E0,2.500000000E0
6.106029702E2,6.490898126E1,2.552212708E1,9.894410505E0,1.389999986E0,2.597000122E2,3.790092468E0,2.500000000E0
6.116036142E2,6.490898112E1,2.552209986E1,9.859929745E0,1.389999986E0,2.617000122E2,3.790092468E0,2.500000000E0
6.126029255E2,6.490897953E1,2.552207104E1,9.732552384E0,1.389999986E0,2.586000061E2,3.790092468E0,2.500000000E0
6.136033501E2,6.490897936E1,2.552204040E1,9.321668319E0,1.370000005E0,2.600000000E2,3.790092468E0,2.500000000E0
6.146033516E2,6.490897857E1,2.552201201E1,9.573380987E0,1.370000005E0,2.592999878E2,3.790092468E0,2.500000000E0
6.156035617E2,6.490897673E1,2.552198325E1,9.291767546E0,1.419999957E0,2.612000122E2,3.790092468E0,2.500000000E0
6.166033524E2,6.490897398E1,2.552195571E1,9.450948972E0,1.389999986E0,2.578999939E2,3.790092468E0,2.500000000E0
6.176032258E2,6.490897235E1,2.552192695E1,9.368615510E0,1.399999976E0,2.625000000E2,3.790092468E0,2.500000000E0
6.186028722E2,6.490896927E1,2.552189928E1,9.373133565E0,1.389999986E0,2.576000061E2,3.790092468E0,2.500000000E0
6.196037283E2,6.490896653E1,2.552186930E1,9.315152293E0,1.440000057E0,2.567000122E2,3.790092468E0,2.500000000E0
6.206034597E2,6.490896502E1,2.552183976E1,9.248749240E0,1.399999976E0,2.602999878E2,3.790092468E0,2.500000000E0
6.216029852E2,6.490896371E1,2.552180986E1,9.132968986E0,1.409999967E0,2.617999878E2,3.790092468E0,2.500000000E0
6.226033112E2,6.490896183E1,2.552178175E1,9.083838317E0,1.429999948E0,2.600000000E2,3.790092468E0,2.500000000E0
6.236028031E2,6.490895958E1,2.552175588E1,9.040200121E0,1.379999995E0,2.573999939E2,3.790092468E0,2.500000000E0
6.246033319E2,6.490895695E1,2.552172881E1,9.287516351E0,1.389999986E0,2.587000122E2,3.790092468E0,2.500000000E0
6.256037559E2,6.490895502E1,2.552169816E1,9.314069625E0,1.419999957E0,2.596000061E2,3.790092468E0,2.500000000E0
6.266032049E2,6.490895355E1,2.552167084E1,9.243882083E0,1.409999967E0,2.615000000E2,3.790092468E0,2.500000000E0
6.276028984E2,6.490895207E1,2.552164174E1,8.967029771E0,1.379999995E0,2.627999878E2,3.790092468E0,2.500000000E0
6.286031330E2,6.490895096E1,2.552161056E1,8.853386131E0,1.399999976E0,2.632999878E2,3.790092468E0,2.500000000E0
6.296033891E2,6.490894911E1,2.552158086E1,8.870539917E0,1.409999967E0,2.637999878E2,3.790092468E0,2.500000000E0
6.306029627E2,6.490894828E1,2.552155078E1,9.231810917E0,1.450000048E0,2.640000000E2,3.790092468E0,2.500000000E0
6.316032399E2,6.490894708E1,2.552152095E1,9.122927727E0,1.409999967E0,2.657999878E2,3.790092468E0,2.500000000E0
6.326032418E2,6.490894668E1,2.552149070E1,8.996039971E0,1.409999967E0,2.665000000E2,3.790092468E0,2.500000000E0
6.336033909E2,6.490894395E1,2.552146016E1,8.953134480E0,1.440000057E0,2.597000122E2,3.790092468E0,2.500000000E0
6.346029125E2,6.490893911E1,2.552142809E1,9.040720439E0,1.539999962E0,2.541999969E2,3.790092468E0,2.500000000E0
6.356029867E2,6.490893541E1,2.552139796E1,8.892162132E0,1.490000010E0,2.556000061E2,3.790092468E0,2.500000000E0
6.366029788E2,6.490893240E1,2.552136813E1,8.844495530E0,1.460000038E0,2.558000031E2,3.790092468E0,2.500000000E0
6.376032917E2,6.490893083E1,2.552133821E1,8.836320020E0,1.429999948E0,2.607999878E2,3.790092468E0,2.500000000E0
6.386027652E2,6.490892986E1,2.552130827E1,8.917866747E0,1.419999957E0,2.596000061E2,3.790092468E0,2.500000000E0
6.396031812E2,6.490892762E1,2.552127607E1,8.713890190E0,1.470000029E0,2.578999939E2,3.790092468E0,2.500000000E0
6.406028924E2,6.490892517E1,2.552124484E1,8.772364461E0,1.409999967E0,2.590000000E2,3.790092468E0,2.500000000E0
6.416036983E2,6.490892297E1,2.552121297E1,8.728605175E0,1.440000057E0,2.617999878E2,3.790092468E0,2.500000000E0
6.426037030E2,6.490892008E1,2.552118267E1,8.682769812E0,1.399999976E0,2.592000122E2,3.790092468E0,2.500000000E0
6.436034687E2,6.490891816E1,2.552115227E1,8.594637998E0,1.399999976E0,2.602000122E2,3.790092468E0,2.500000000E0
6.446032206E2,6.490891638E1,2.552112239E1,8.456518440E0,1.399999976E0,2.597999878E2,3.790092468E0,2.500000000E0
